359 428 535 1617 2848
ACTED 0 0 1 0 0
Fed. 0 0 1 0 0
stabilized," 0 0 1 0 0
testifying 0 0 1 0 0
gradual. 0 0 1 0 0
committment 0 0 1 0 0
&lt;BA.N> 0 0 0 0 1
747 0 0 0 0 1
freighter 0 0 0 0 1
747-300 0 0 0 0 2
borrowing. 0 0 0 0 2
4.59 0 0 0 0 1
Passengers 0 0 0 0 1
kilometre 0 0 0 0 1
14.02 0 0 0 0 1
12.56 0 0 0 0 1
69.1 0 0 0 0 8
JOSTEN'S 0 0 0 1 0
&lt;JOS> 0 0 0 1 0
CAREERCOM 0 0 0 1 0
&lt;CRCM> 0 0 0 1 0
Josten's 0 0 0 3 0
proprietary 0 0 0 1 1
school 0 0 0 2 3
CareerCom 0 0 0 2 0
CareerCom's 0 0 0 1 0
Proprietary 0 0 0 1 0
&lt;FFSM> 0 0 0 0 1
two- 0 0 2 0 0
integration, 0 0 1 0 0
denominator 0 0 4 0 0
theory 0 0 1 0 0
(SDR) 0 0 1 0 0
Oman 1 0 3 0 0
pegs 0 0 1 0 0
disclosed, 0 0 1 2 1
SDR 0 0 1 0 0
basket. 0 0 1 0 0
Opening 0 0 1 0 0
al-Tayer, 0 0 2 0 0
UAE's 0 0 2 0 0
chairmanship 0 0 1 0 0
Abdul-Karim 0 0 1 0 0
ARRANGES 0 0 0 0 1
Mellon 0 0 0 0 10
agent. 0 0 0 0 1
Quaker's 0 0 0 0 1
openings 0 0 0 0 1
473.5 0 0 0 0 1
Minit-Lube 0 0 0 0 1
lubrication 0 0 0 0 1
899.1 0 0 0 0 1
COTE 0 0 0 1 0
D'OR 0 0 0 1 0
Suchard 0 0 0 2 2
"comfortable 0 0 0 1 0
majority" 0 0 0 1 0
Cote 2 0 0 2 0
d'Or 0 0 0 2 0
chocolate. 0 0 0 1 0
8,050 0 0 0 1 0
KENYAN 1 0 0 0 0
PROBLEMS, 1 0 0 0 0
Kenyan 1 0 0 0 0
swinging 1 0 0 0 0
Arap 1 0 0 0 0
Moi 3 0 0 0 0
shilling 1 0 0 0 0
coffee, 1 1 0 0 0
Kenya's 1 0 0 0 0
crept 1 0 0 0 0
Kenya 1 0 0 0 0
history, 1 0 0 0 1
regards 1 0 1 1 0
imperative 1 0 0 0 0
wananchi 1 0 0 0 0
(ordinary 1 0 0 0 0
people) 1 0 0 0 0
frugal 1 0 0 0 0
AMBRIT 0 0 0 1 2
&lt;ABI> 0 0 0 1 2
3,614,000 0 0 0 0 2
7,835,000 0 0 0 0 2
1,601,000 0 0 0 0 1
145.5 0 0 0 0 3
HORN/HARDART 0 0 0 1 0
DISPOSES 0 0 0 1 0
Horn 0 0 0 2 0
Hardart 0 0 0 2 0
Chicken 0 0 0 1 0
retrenchment 0 0 0 1 0
Orlando, 0 0 0 1 0
Jacksonville 0 0 0 1 0
projecting 0 0 0 1 1
re-franchise 0 0 0 1 0
one-quarter 1 0 0 1 0
91-company 0 0 0 1 0
34-mln-dlr 0 0 0 1 0
King, 0 0 0 1 0
Arby's 0 0 0 1 0
Roma's, 0 0 0 1 0
Bojangles. 0 0 0 1 0
Bojangles', 0 0 0 1 0
Bojangle' 0 0 0 1 0
INTERCONNECT 0 0 0 2 0
64.8 0 0 0 2 0
Learjet, 0 0 0 1 0
&lt;Cobey 0 0 0 1 0
&lt;BSC> 0 0 0 1 0
Learjet's 0 0 0 2 0
&lt;NOZ> 0 0 0 0 1
80-1/2 0 0 0 0 1
DEPARTMENTS 0 0 0 0 1
&lt;TDD> 0 0 0 0 1
132,851 0 0 0 0 1
501,537 0 0 0 0 1
409,383 0 0 0 0 1
812,045 0 0 0 0 1
&lt;JALC> 0 0 0 0 1
7,826,000 0 0 0 0 1
2,930,000 0 0 0 0 3
2,454,521 0 0 0 0 1
57,000 1 0 0 0 1
REASSESS 1 0 0 0 0
reassess 1 1 0 0 0
Ebinger 3 0 0 0 0
Studies. 1 0 0 0 0
revelations 1 0 0 0 0
Tower 1 0 0 0 0
mandate 1 0 0 0 0
East," 1 0 0 0 0
anger 1 0 1 0 0
interests," 1 0 0 0 0
Randol, 2 0 0 0 0
Randol 2 0 0 0 0
MATHEMATICAL 0 0 0 1 0
APPLICATIONS 0 0 0 1 0
Mathematical 0 0 0 7 0
Applications 0 0 0 7 0
liquidation, 0 0 0 1 0
facilitie 0 0 0 1 0
Pagex 0 0 0 5 0
installments 0 0 0 1 0
business' 0 0 0 1 0
Goldner 0 0 0 1 0
aggregating 0 0 0 2 1
landlord, 0 0 0 2 0
Pages 0 0 0 1 0
NISSAN 0 0 0 1 1
AUTOPARTS 0 0 0 1 0
&lt;Kokusan 0 0 0 1 0
Kinzoku 0 0 0 1 0
Kogyo 0 0 0 1 0
(KKK), 0 0 0 1 0
autoparts 0 0 0 1 0
Nissan 0 0 0 1 4
&lt;NSAN.T>, 0 0 0 1 0
Autoparts 0 0 0 1 0
&lt;Master-Cast 0 0 0 1 0
KKK 0 0 0 2 0
&lt;Alfa 0 0 0 1 0
Technology>, 0 0 0 1 0
&lt;F>, 0 0 0 1 0
MEASUREX 0 0 0 1 1
&lt;MX> 0 0 0 1 1
6,448,000 0 0 0 0 1
4,969,000 0 0 0 0 1
219 0 0 1 0 0
&lt;CONSOLIDATED 0 0 0 0 2
PLANTATIONS 0 0 0 0 1
235.3 0 0 0 0 1
333.9 0 0 0 0 1
1,131,000 0 0 0 0 1
1,292,000 0 0 0 0 1
95.3 0 0 0 0 1
1,291,000 0 0 0 0 1
162,000 0 0 0 0 2
ITT'S 0 0 0 0 1
88.6 0 0 0 0 1
329 0 0 0 0 2
151.4 0 0 0 2 2
Abbey 0 0 0 0 2
life-health 0 0 0 0 1
GROUPE 0 0 0 0 1
BRUXELLES 0 0 0 0 1
LAMBERT 0 0 0 0 1
Non-consolidated 0 0 0 0 2
3.46 0 0 0 0 1
Groupe 0 0 0 1 1
&lt;LAMB.BR>. 0 0 0 0 1
110. 0 0 0 0 1
&lt;KGE> 0 0 0 0 1
5,568,319 0 0 0 0 1
2,968,437 0 0 0 0 1
72,865,101 0 0 0 0 1
85,198,853 0 0 0 0 1
521.3 0 0 0 0 1
420.3 0 0 0 0 1
accruing 0 0 0 0 1
unbilled 0 0 0 0 1
AFFILIATES 0 0 0 1 2
512,000 0 0 0 0 2
9,025,000 0 0 0 0 1
2,662,000 0 0 0 0 1
FIRECOM 0 0 0 0 1
&lt;FRCM> 0 0 0 0 1
104,874 0 0 0 0 1
90,470 0 0 0 0 1
3,154,673 0 0 0 0 1
1,666,313 0 0 0 0 1
39,169 0 0 0 0 1
159,784 0 0 0 0 1
8,250,003 0 0 0 0 1
4,665,553 0 0 0 0 1
HARDEN 0 0 1 0 0
propects 0 0 1 0 0
JMB 0 0 0 0 1
&lt;JMBRS> 0 0 0 0 1
436,981 0 0 0 0 1
583,715 0 0 0 0 1
901,648 0 0 0 0 1
1,160,178 0 0 0 0 1
BRITOIL 0 0 0 0 1
&lt;BTOL.L> 0 0 0 0 1
6.56p 0 0 0 0 1
50.31p 0 0 0 0 1
6p, 0 0 0 0 1
8p 0 0 0 0 1
13p. 0 0 0 0 1
Taxes 0 0 0 0 2
Retained 0 0 0 0 1
Assets. 0 0 0 0 1
flight 0 1 1 1 1
simulator 0 0 0 0 1
RUMORED 0 1 0 0 0
confirmed, 0 1 0 0 0
rumors, 0 1 0 2 0
ostensibly 0 1 0 1 0
conciliatory 0 1 0 0 0
Purchases 0 1 0 0 0
official's 0 1 0 0 0
"No." 0 0 1 0 0
Affairs, 0 0 2 0 0
NUMEROUS 0 1 0 0 0
FACTORS 0 1 0 1 0
POINT 0 1 0 0 0
need, 0 1 0 0 0
motivations 0 1 0 0 0
therby 0 1 0 0 0
April-June 0 1 1 0 0
USSR. 0 2 0 0 0
"Significant 0 1 0 0 0
potential" 0 1 0 0 0
exists 0 2 0 0 0
thinking, 0 1 0 0 0
period," 1 1 0 0 0
buying. 0 1 0 0 0
spread, 0 1 0 0 0
counselor 0 5 0 0 0
Impending 0 1 0 0 0
(four 0 1 0 0 0
tonnes), 0 5 0 0 0
inteview 0 1 0 0 0
MCFARLAND 0 0 0 1 0
&lt;MCFE> 0 0 0 1 0
PETROMINERALS 0 0 0 1 0
&lt;PTRO> 0 0 0 1 0
McFarland 0 0 0 4 0
Petrominerals 0 0 0 4 0
INvestment 0 0 0 1 0
Zico's 0 0 0 4 0
complaint, 0 1 0 1 0
letters 2 2 0 2 0
violates 0 1 0 3 0
1940. 0 0 0 2 0
merit 0 0 0 1 0
&lt;NHCI> 0 0 0 1 0
HOSPITALS 0 0 0 1 0
Heathcare 0 0 0 1 0
OPTIONAL 0 1 0 0 0
ORIGIN 0 1 0 0 0
Shipment 0 1 0 0 0
VIATECH 0 0 0 0 1
&lt;VTK> 0 0 0 0 1
841,893 0 0 0 0 1
95,477 0 0 0 0 1
STOP 0 0 1 0 1
invoked 0 0 1 0 0
ripe," 0 0 1 0 0
liberalisation, 0 0 1 0 0
viewpoint, 0 0 1 0 0
activate 0 0 1 0 0
so." 1 0 2 0 0
need. 0 1 2 0 0
invokes 0 0 1 0 0
jointly," 0 0 1 0 0
ineffective 0 0 3 0 0
propping 0 0 1 0 0
battered 0 0 1 0 0
Further 0 0 2 1 0
revive 0 0 1 2 0
activating 0 0 1 0 0
COMMODITY 0 1 2 0 0
BASKET 0 0 2 0 0
wielding 0 0 1 0 0
fast-moving 0 0 1 0 0
Heller, 0 0 4 0 0
conceeds 0 0 1 0 0
idea, 0 0 1 0 0
appealing, 0 0 1 0 0
Reagan. 0 0 1 0 0
screws 0 0 1 0 0
Discussed 0 0 1 0 0
anchors 0 0 1 0 0
widely-fluxtuating 0 0 1 0 0
anchor 0 0 2 0 0
Heller. 0 0 1 0 0
vastly 0 0 1 0 1
scuttled 0 0 1 0 0
1970s, 0 1 2 0 0
unworkable 0 0 1 0 0
fluxtuate 0 0 1 0 0
widely, 0 0 1 0 0
questioned. 0 0 1 0 0
mandates 0 0 1 0 0
wander 0 0 1 0 0
also. 0 0 1 0 0
justifiable 0 1 1 0 0
relunctant 0 0 1 0 0
detrimental 0 0 1 0 0
inpact 0 0 1 0 0
judgement. 1 0 1 0 0
surprisingly, 0 0 1 0 0
helps 0 0 1 0 0
overpowering 0 0 1 0 0
architect, 0 0 1 0 0
sometimes, 0 0 1 0 0
Seven, 0 0 1 0 1
posturing. 0 0 1 0 0
ideally 0 0 1 0 0
stabalizing 0 0 1 0 0
envisioned 0 0 1 0 0
tightened 0 0 2 0 0
montary 0 0 1 0 0
eased," 0 0 2 0 0
consumed 0 2 1 0 0
relevance 0 0 1 0 0
world," 2 1 1 0 0
imput 0 0 1 0 0
processes. 0 0 1 0 0
"Focusing 0 0 1 0 0
1970s 0 1 1 0 0
freakish 0 0 1 0 0
Linotype 0 0 0 7 0
Eschborn, 0 0 0 2 0
Germany-based 0 0 0 1 0
TRUS 0 0 0 1 0
JOIST 0 0 0 1 0
&lt;TJCO> 0 0 0 1 0
Trus 0 0 0 2 0
Joist 0 0 0 2 0
Dashwood 0 0 0 1 0
patio 0 0 0 1 0
&lt;GTA> 0 0 0 1 0
Diego-based 0 0 0 1 0
390 0 0 0 2 0
FNMA 0 0 0 1 0
&lt;Capital 0 0 0 1 0
Olympia, 0 0 0 1 0
&lt;Home 0 0 0 1 0
Association>, 0 0 0 1 0
Tucson, 0 0 0 1 0
&lt;Los 0 0 0 1 0
TANZANIA 0 1 0 0 0
Bomani 0 1 0 0 0
marketed, 0 1 0 0 0
Milling 0 1 0 0 0
(NMC) 0 1 0 0 0
meanwhile 0 1 0 0 0
190,742 0 1 0 0 0
NMC 0 1 0 0 0
Rubibira 0 2 0 0 0
silo 0 1 0 0 0
Dar 0 1 0 0 0
es 0 1 0 0 0
Salaam, 0 1 0 0 0
Arusha 0 1 0 0 0
Iringa 0 1 0 0 0
Tanzania. 0 1 0 0 0
silos 0 1 0 0 0
Iringa, 0 1 0 0 0
Mbeya, 0 1 0 0 0
Ruvuma 0 1 0 0 0
Rukwa. 0 1 0 0 0
warplnes 1 0 0 0 0
crucially 1 0 0 0 0
sorties 1 0 0 0 0
Iranan 1 0 0 0 0
front. 1 0 0 0 0
northen 1 0 0 0 0
tip 1 0 0 0 0
wer 1 0 0 0 0
occupants 1 0 0 0 0
fled, 1 0 0 0 0
68,895 0 0 0 0 1
160,893 0 0 0 0 1
104,801 0 0 0 0 1
POSITIVE 1 0 0 0 0
TEMPERED 1 0 0 0 0
chart 2 0 2 0 0
101-2/32 2 0 0 0 0
101," 1 0 0 0 0
Leiner. 1 0 0 0 0
penetrated 1 0 0 0 0
chartists. 1 0 0 0 0
breakout 1 0 0 0 0
100-10/32 1 0 0 0 0
101-19/32 1 0 0 0 0
portending 1 0 0 0 0
Eileen 1 0 0 0 0
Rico. 1 0 0 1 0
formation, 2 0 1 0 0
signals. 1 0 0 0 0
Leiner 3 0 0 0 0
cautiously 1 0 1 0 0
optimistic, 1 0 0 0 1
99-16/32 1 0 0 0 0
Leiner's 1 0 0 0 0
curve 1 0 1 0 0
flatten 1 0 0 0 0
improving," 1 0 0 0 0
Eurodollar 1 0 5 0 0
short-lived 1 0 0 0 0
phenomenon," 1 0 0 0 0
McEntee 1 0 0 0 0
McGinley 1 0 0 0 0
Singer. 1 0 0 0 0
"media 1 0 0 0 0
induced," 1 0 0 0 0
tremendously 1 0 0 0 0
delay, 1 0 0 0 0
FROST, 0 1 0 1 0
SNOW 0 1 0 0 0
centigrade 0 3 0 0 0
Hubei 0 1 0 0 0
Henan, 0 2 0 0 0
blanketted 0 1 0 0 0
Jilin 0 1 0 0 0
Liaoning, 0 1 0 0 0
sowing, 0 1 0 0 0
normal. 0 1 0 0 0
arid 0 1 0 0 0
marking 0 1 0 0 0
fairs 0 1 0 0 0
comparison. 0 1 0 0 0
&lt;ADX> 0 0 0 0 1
WILFRED 0 0 0 0 2
EDUCATIONAL 0 0 0 0 2
&lt;WAE> 0 0 0 0 2
3,433,000 0 0 0 0 2
6,706,000 0 0 0 0 1
9,275,000 0 0 0 0 1
743,000 0 0 0 0 2
BIOMET 0 0 0 0 1
&lt;BMET> 0 0 0 0 1
2,133,000 0 0 0 0 1
5,657,000 0 0 0 0 1
3,728,000 0 0 0 0 1
Subsidiary 0 0 0 1 1
1,410,184 0 0 0 1 0
1,626,233 0 0 0 1 0
216,049 0 0 0 1 0
108.75 0 0 0 1 0
114.75 0 0 0 1 0
4,895,720 0 0 0 0 1
1,569,662 0 0 0 0 1
one-for-18 0 0 0 0 2
REPLACED 1 0 0 0 0
Taqi 1 0 0 0 0
ministry, 1 0 0 0 0
agcny 1 0 0 0 0
appointing 1 0 0 1 0
Al-Chalaby 2 0 0 0 0
Minister. 1 0 0 0 0
Communication 1 0 0 0 0
relieved 3 0 1 0 0
posts, 1 0 0 0 0
Company. 1 2 0 0 0
Hussein, 1 0 0 0 0
Subhi 1 0 0 0 0
Yassin 1 0 0 0 0
Khadeir 1 0 0 0 0
adviser. 2 0 0 1 0
Abdel-Jabbar 1 0 0 0 0
Abdel-Rahim 1 0 0 0 0
al-Asadi 1 0 0 0 0
command, 1 0 0 0 0
Hamza 1 0 0 0 0
al-Zubeidi. 1 0 0 0 0
Al-Zubedei 1 0 0 0 0
&lt;GRE> 0 0 0 0 3
9,534,633 0 0 0 0 2
Association> 0 0 0 1 2
720 0 0 0 0 1
SEIPP 0 0 1 0 0
"Leading 0 0 1 0 0
ones." 0 0 1 0 0
allocating 0 0 2 0 0
allocations. 0 0 1 1 0
containment 0 0 1 0 0
braking 0 0 1 0 0
"Thus, 0 0 1 0 0
normalisation 0 0 1 0 0
oriented 0 1 3 1 0
profiting 0 0 1 0 0
unrepresentative 0 0 1 0 0
contraction 0 0 1 0 0
uptrend 0 0 1 0 0
tipped 0 0 1 0 0
'growth 0 0 1 0 0
dip,'" 0 0 1 0 0
courageous 0 0 1 0 0
flexibility." 0 0 1 0 0
LIEBERT 0 0 0 1 0
&lt;LIEB> 0 0 0 1 0
Liebert 0 0 0 3 0
&lt;EMR>. 0 0 0 1 0
.3322 0 0 0 1 0
&lt;UNITED 0 0 0 0 1
CASUALTY> 0 0 0 0 1
1,044,424 0 0 0 0 1
515,425 0 0 0 0 1
3,406,841 0 0 0 0 1
2,544,531 0 0 0 0 2
8,811,142 0 0 0 0 1
1,058,503 0 0 0 0 1
3,111,464 0 0 0 0 1
93,551 0 0 0 0 1
764,177 0 0 0 0 1
92,075 0 0 0 0 1
972,935 0 0 0 0 1
862,500 0 0 0 0 1
&lt;DET 0 0 0 0 1
OESTASIATISKE 0 0 0 0 1
KOMPAGNI 0 0 0 0 1
(EAST 0 0 0 0 1
ASIATIC 0 0 0 0 1
CO) 0 0 0 0 1
16.69 0 0 0 0 1
&lt;Guardian 0 0 0 0 1
modest. 0 0 0 0 1
payback 0 0 0 0 1
Guardian 0 0 0 1 2
&lt;PAE> 0 0 0 0 1
3,982,000 0 0 0 0 1
3,431,000 0 0 0 0 1
AGRICULTURAL 0 1 0 1 0
Montedision 0 0 0 1 0
&lt;HSAI> 0 0 0 0 1
WRITE-OFFS 0 0 0 0 1
writeoffs. 0 0 0 0 1
developmental 0 0 0 0 1
forth 0 0 0 0 1
barney, 0 0 0 0 1
54.4 0 0 0 0 1
REDKIN 0 0 0 0 1
&lt;RDKN> 0 0 0 0 1
MURRAY 0 0 0 0 2
&lt;MYO> 0 0 0 0 1
4,800,840 0 0 0 0 2
mowers 0 0 0 0 1
bicycles, 0 0 0 0 1
record-setting 0 0 0 0 1
GENOVESE 0 0 0 0 1
&lt;SPEC> 0 0 0 0 2
CENTERIOR 0 0 0 0 1
&lt;CX> 0 0 0 0 1
digit 0 0 0 0 1
course." 0 0 0 0 1
Lego, 0 0 0 0 1
multibillion 0 0 0 0 1
disclaimer, 0 0 0 0 1
significnt 0 0 0 0 1
value-creating 0 0 0 0 1
Westinghouse...we 0 0 0 0 1
candidate 0 0 0 1 2
compatable 0 0 0 0 1
primiary 0 0 0 0 1
corportation 0 0 0 0 2
broadcasting, 0 0 0 3 2
"surely 0 0 0 0 1
Yochum, 0 0 0 0 1
stock" 0 0 0 0 1
buyback. 0 0 0 0 2
Yochum 0 0 0 0 2
790 0 1 0 0 1
consolodation, 0 0 0 0 1
assett 0 0 0 0 1
344 0 0 1 0 1
&lt;BGBR> 0 0 0 0 1
3,608,000 0 0 0 0 1
223.5 0 0 0 0 1
218.2 0 0 0 0 1
4,992,000 0 0 0 0 1
441.5 0 0 0 0 1
439.5 0 0 0 0 1
S.AFRICA'S 0 0 1 0 0
RAND 0 0 1 0 0
HEADED 0 0 1 0 0
rand, 0 0 2 0 0
Cents, 0 0 1 0 0
29.50 0 0 1 0 0
appearance 1 0 1 0 0
candidates 0 0 1 0 0
whites-only 0 0 1 0 0
"Another 0 0 1 0 0
based, 0 0 2 0 0
indicative 0 0 1 0 0
overseas." 0 0 1 0 0
rand's 0 0 1 0 0
"semi-gilts" 0 0 1 0 0
rands 0 0 1 0 0
rands. 0 0 1 0 0
rand," 0 0 1 0 0
M/V 0 0 0 2 0
Regent 0 0 0 5 0
cruise 0 0 0 1 0
Monmouth 0 0 0 2 0
vessel, 0 0 0 1 0
Star, 0 0 0 1 0
Cruises, 0 0 0 1 0
Sea's 1 0 0 1 0
Irving 0 0 3 3 0
&lt;V>, 0 0 0 1 0
Regency's 0 0 0 1 0
bond. 0 0 0 1 0
advisable" 0 1 0 0 0
offered" 0 1 0 0 0
"premature." 0 1 0 0 0
discuss, 0 2 0 0 0
RETAINS 0 0 1 0 0
Lothar 0 0 2 0 0
Mueller 0 0 11 2 0
Boersen 0 0 1 0 0
Zeitung 0 0 1 0 0
targetting 0 0 1 0 0
Mueller, 0 0 1 0 0
Bavaria, 0 0 1 0 0
targetting. 0 0 1 0 0
"Simply 1 0 1 0 0
dangerous 0 1 2 0 0
policy," 0 0 2 0 1
re-invest 0 0 1 0 0
parked 0 0 1 0 0
path, 0 0 1 0 0
"Finally, 0 0 1 0 0
quiet, 0 0 1 0 0
months," 0 0 1 0 1
suppositions 0 0 1 0 0
contrary," 0 0 1 0 0
"Keeping 0 0 1 0 0
synonymous 0 0 1 0 0
non-banks," 0 0 1 0 0
concepts 0 0 1 0 1
mark/dollar 0 0 1 0 0
orientation 0 0 1 0 0
steered 0 0 1 0 0
considerations, 0 0 1 0 0
indicator. 0 0 1 0 0
non-banks 0 0 2 0 1
sums 0 1 1 0 0
excessively, 0 0 1 0 0
corridor 0 0 1 0 0
priorities. 0 0 1 0 0
"Monetary 0 0 1 0 0
ROBERTSON 0 0 0 1 0
WIRE&lt;CWCC> 0 0 0 1 0
Julian 0 0 0 1 0
Robertson 0 0 0 3 0
Wire 0 0 0 2 0
481,800 0 0 0 1 0
430,200, 0 0 0 1 0
Tiger, 0 0 0 1 0
Jaguar, 0 0 0 1 0
Puma 0 0 0 1 0
Tiger 0 0 0 1 0
51,600 0 0 0 1 0
13.25 0 0 0 3 0
LOCTITE 0 0 0 0 1
&lt;LOC> 0 0 0 0 1
Loctite 0 0 0 0 1
PRODUCERS 1 1 0 0 0
(AFBF) 0 1 0 0 0
AFBF 0 1 0 0 0
Kleckner 0 2 0 0 0
tribunal 0 1 0 0 0
"Farm 0 1 0 0 0
share), 0 1 0 0 0
exerting 0 1 0 0 0
Worldwide," 0 1 0 0 0
HARVARD 0 0 0 0 1
&lt;VIST> 0 0 0 0 1
1,010,249 0 0 0 0 1
750,856 0 0 0 0 1
2,407,186 0 0 0 0 1
1,627,250 0 0 0 0 1
53.1 0 0 0 0 1
ENDING 0 0 0 0 1
(1985 0 0 0 0 1
20.0) 0 0 0 0 1
171.05 0 0 0 0 1
239.97 0 0 0 0 1
144.04 0 0 0 0 3
400.42 0 0 0 0 1
506.51 0 0 0 0 1
85.44 0 0 0 0 1
71.04 0 0 0 0 1
238.99 0 0 0 0 1
(interim 0 0 0 0 1
seven). 0 0 0 0 1
82.38 0 0 0 0 1
95.92 0 0 0 0 1
amortisation 0 0 0 0 1
93.29 0 0 0 0 1
76.19 0 0 0 0 1
90.94 0 0 0 0 1
116.49 0 0 0 0 1
6.49 0 0 0 0 1
53.40 0 0 0 0 1
&lt;SUN 0 0 0 0 1
HUNG 0 0 0 0 1
KAI 0 0 0 0 1
121 0 0 0 0 1
67.42 0 0 0 0 1
PHOTRONICS 0 0 0 0 1
&lt;PHOT> 0 0 0 0 1
9,262,000 0 0 0 0 1
&lt;MAJR> 0 0 0 0 1
1,140,270 0 0 0 0 1
590,463 0 0 0 0 1
1,259,164 0 0 0 0 1
3,225,512 0 0 0 0 1
4,004,840 0 0 0 0 1
580,488 0 0 0 0 1
3,184,480 0 0 0 0 1
9,123,041 0 0 0 0 1
UNITEL 0 0 0 3 0
SHAREHOLDER 0 0 0 4 0
LIQUIDATION 0 0 0 3 0
REICHHOLD 0 0 0 3 0
&lt;ALFL> 0 0 0 0 1
I.R.E. 0 0 0 0 1
&lt;IF> 0 0 0 0 1
NOTE:Per 0 0 0 0 1
one-for-three 0 0 0 0 2
SPORTS 0 0 0 1 0
&lt;PIKS> 0 0 0 1 0
LIQUIDATE 0 0 0 1 0
sports 0 0 0 4 1
Advisors 0 0 0 1 0
handicapping 0 0 0 1 0
Professor 0 0 0 2 0
1,650,000 0 0 0 1 1
Horowitz 0 0 0 1 0
Warren, 0 0 0 1 0
(CCI) 0 0 0 1 0
124.4 0 0 0 1 0
Alleghany's 0 0 0 1 0
MSL 0 0 0 1 0
111.6 0 0 0 2 0
(EST) 0 0 0 1 0
RATINGS, 0 0 0 1 0
obligatory, 0 0 0 1 0
anyone 0 2 0 2 0
&lt;Vontobel 0 0 0 1 0
Vontobel 0 0 0 3 0
self-regulating 0 0 0 1 0
Admissions 0 0 0 1 0
governmental 0 0 0 2 0
bodies 0 0 0 1 0
bankers. 0 0 0 1 0
Agencies, 0 0 0 1 0
readily 1 0 0 1 0
classification 0 0 0 1 0
accessible 0 0 0 1 0
takeovers, 0 0 0 3 0
drawback, 0 0 0 1 0
&lt;JACZ.Z> 0 0 0 1 2
Hero 0 0 0 1 0
Conserven 0 0 0 1 0
Lenzburg 0 0 0 1 0
&lt;HERZ.Z> 0 0 0 1 0
1961 0 0 0 1 0
statutes. 0 0 0 1 0
Excessive 0 1 0 1 0
democracy 0 0 0 1 0
"People 0 0 0 2 0
purchase," 0 0 0 1 0
PROVED 1 0 0 0 0
802.8 1 0 0 0 1
USX's 4 0 0 0 0
just-released 1 0 0 0 0
exclusion 2 0 1 0 0
293.7 1 0 0 0 0
USX, 1 0 0 0 0
14.94 1 0 0 0 0
USS 1 0 0 0 0
minerals, 1 0 0 0 0
628.5 1 0 0 0 0
628.9 1 0 0 0 0
174.3 1 0 0 0 0
486.4 1 0 0 0 0
4.82 1 0 0 0 0
Again, 1 0 0 0 0
71.9 1 0 0 0 2
trillion. 1 0 0 0 0
"indefinite 1 0 0 0 0
idling" 1 0 0 0 0
idled. 1 0 0 0 0
necessitate 1 0 0 0 0
closing," 1 0 0 0 0
STOCKS/PUROLATOR 0 0 0 1 0
&lt;EAF>, 0 0 0 1 0
40-1/4, 0 0 0 1 0
CANCELS 2 1 0 1 1
GENERATING 0 0 0 0 1
coal-fired 0 0 0 0 1
Mayo 0 0 0 0 8
Person 0 0 0 0 1
690,000 0 0 0 1 1
kilowatt 0 0 0 0 1
equipped 0 0 0 0 1
dioxide-removing 0 0 0 0 1
scrubbers. 0 0 0 0 3
scrubbers 0 0 0 0 3
low-sulphur 0 0 0 0 1
improvements." 0 0 0 0 1
Duke 0 0 0 0 1
&lt;DUK> 0 0 0 0 1
peaking 0 0 0 0 2
877 0 0 0 0 1
canceling 0 0 0 0 1
EXPLOSION 1 0 0 0 0
SCOTLAND 1 0 0 0 0
ripped 1 1 0 0 0
(BP) 1 0 0 0 0
killing 1 0 0 0 0
man. 1 0 0 0 0
700-acre 1 0 0 0 0
Edinburgh. 1 0 0 0 0
incident 2 0 0 0 0
investigated, 1 0 0 0 0
ALTERS 0 0 0 1 0
&lt;Onex 0 0 0 1 0
&lt;PCC>. 0 0 0 1 0
McLeod 0 0 0 2 0
Weir 0 0 0 2 0
Hine 0 0 0 3 0
embroiled 0 0 0 2 0
Nesbitt 0 0 0 1 0
Deacon 0 0 0 1 0
Wolkin. 0 0 0 1 0
correlation 0 1 0 1 0
O'Neil 0 0 0 2 0
investment" 0 0 0 1 0
annually, 0 0 0 1 1
Esther 0 0 0 1 0
Szynkarsky 0 0 0 3 0
Calgary, 0 0 0 1 0
in-city 0 0 0 1 0
compliment 0 0 0 1 0
independently 0 0 1 1 0
run, 0 0 0 1 0
incremental 0 0 0 2 0
revenue," 0 0 0 1 0
sausage 0 0 0 3 0
grinder, 0 0 0 1 0
stuff 0 0 0 1 0
TOWN 0 0 0 0 1
&lt;SHU> 0 0 0 0 1
5,524,000 0 0 0 0 1
8,094,000 0 0 0 0 1
142.4 0 0 0 0 2
137.2 0 0 0 0 2
large, 0 1 0 1 0
Sept/Dec 0 2 0 0 0
transacted 1 1 0 0 0
consumers. 1 2 0 1 0
coooperate 0 0 2 0 0
piercing 0 0 2 0 0
GRACE 0 0 0 1 0
&lt;GRA> 0 0 0 1 0
W.R. 0 0 0 1 0
Bermans 0 0 0 1 0
Leather 0 0 0 1 0
Experts 0 0 0 1 0
assured, 0 0 0 1 0
271.2 0 0 0 0 1
182.3 0 0 0 0 1
746 0 0 1 0 0
"heavy." 0 0 1 0 0
M-4, 0 0 1 0 0
annualised 0 0 1 0 0
lid 0 0 1 0 1
"Money 0 0 2 0 0
weapon 0 0 1 0 1
abroad." 0 0 1 0 0
peseta 0 0 4 0 0
Combustion 0 0 0 5 5
C-E 0 0 0 2 0
&lt;E.C. 0 0 0 1 0
