crude grain money-fx acq earn
farmers, 0 5 0 0 0
&lt;Consolidated 0 0 0 5 0
Fields 1 1 0 1 2
Bahrain 1 0 4 0 0
DECLINE 0 1 3 0 1
straight 1 1 0 1 2
National's 0 0 0 5 0
undisclosed. 0 0 0 5 0
Andersen 1 0 0 0 4
year-end, 0 0 1 1 3
347 0 0 2 0 3
Jenrette 0 0 1 3 1
competition. 0 2 0 2 1
circulated 0 2 1 2 0
brokerage, 0 0 0 4 1
contacted 0 1 0 4 0
member, 3 0 0 2 0
pound, 0 0 5 0 0
Twelve 0 0 1 0 4
productive 2 0 1 0 2
F.W. 0 0 0 1 4
apparel 0 0 0 2 3
beauty 0 0 0 4 1
chain. 0 0 0 3 2
Specialty 0 0 0 3 2
28.0 0 0 0 0 5
harm 2 0 1 2 0
service. 0 0 0 4 1
mail 0 0 0 2 3
LIRA/DOLLAR, 0 0 5 0 0
DM 0 0 5 0 0
watched 1 0 4 0 0
London. 1 0 2 1 1
moderating 0 0 5 0 0
undertake 1 1 3 0 0
surveys 1 0 4 0 0
784,000 0 0 0 0 5
Campbell 0 0 1 1 3
6.5p 0 0 0 0 5
Holders 0 0 0 3 2
confusion 0 2 1 0 2
America. 2 0 0 2 1
MIGUEL 0 0 0 5 0
Corazon 0 0 0 5 0
Aquino 0 0 0 5 0
brewery 0 0 0 5 0
Coconut 0 0 0 5 0
Planters 0 0 0 5 0
Bank>, 0 0 0 4 1
Ferdinand 0 0 0 5 0
Marcos. 0 0 0 5 0
CROSS 1 0 0 4 0
GOODYEAR 1 0 0 3 1
Pipeline 2 0 0 1 2
underground 3 0 0 2 0
224 1 0 3 1 0
trend, 0 0 4 0 1
1100 1 0 2 2 0
data, 0 0 3 2 0
worries 0 0 5 0 0
1300 0 1 3 1 0
gilt 0 0 5 0 0
victory 3 0 1 1 0
sensitive 0 0 4 1 0
again," 2 1 2 0 0
951,000 0 0 0 0 5
Delta 0 0 0 5 0
feels 0 1 2 2 0
order. 0 1 0 3 1
slowly 0 2 0 1 2
named. 2 0 0 3 0
"at 0 2 0 3 0
52-week 1 0 0 2 2
AFFILIATED 0 0 0 3 2
Assurance 0 0 0 3 2
depreciation. 1 0 1 0 3
predictions 0 1 2 1 1
view, 1 0 2 1 1
reorganisation 0 1 0 1 3
123.1 0 0 0 0 5
OTHER 1 1 1 2 0
Frederick 0 0 0 0 5
liabilities, 0 0 0 2 3
take, 1 0 2 2 0
ARCO 0 0 0 3 2
Oklahoma, 2 2 0 1 0
Colorado, 2 0 0 2 1
55.8 1 1 0 1 2
Louisiana, 1 1 0 0 3
46.6 1 1 0 0 3
Alaska, 2 0 0 3 0
friction 0 0 2 3 0
Europeans 0 0 5 0 0
bilateral 1 1 2 1 0
visited 2 0 2 1 0
von 0 1 2 2 0
ambassador 3 0 2 0 0
People 0 0 3 1 1
confused 0 0 4 0 1
1984, 1 0 1 0 3
280 1 0 1 2 1
guard 2 0 0 3 0
SA, 1 0 0 4 0
arm, 0 1 0 2 2
factories 0 2 0 3 0
CORRECTS 0 0 0 2 3
undertaking 0 1 3 1 0
Index 3 2 0 0 0
unnamed 1 0 0 4 0
working. 2 1 2 0 0
SHARP 1 1 0 2 1
Sharp 1 1 1 2 0
30.4 0 0 0 3 2
METRO 1 0 0 1 3
tomorrow's 0 1 3 1 0
52.9 1 0 1 0 3
53.7 0 0 1 0 4
promoted 0 3 1 1 0
forego 0 5 0 0 0
pursuing 0 1 1 1 2
TARGETS 2 0 3 0 0
Saturday, 2 1 1 1 0
INSPECTIONS, 0 5 0 0 0
THOUS 0 5 0 0 0
BUSHELS 0 5 0 0 0
collect 0 3 0 1 1
criticism 0 1 1 2 1
poised 2 1 1 0 1
risky 1 0 2 1 1
cereals, 0 5 0 0 0
overhaul 2 2 0 1 0
availability 2 1 2 0 0
drink 0 1 0 4 0
BRACE 0 0 0 4 1
ASSET 0 0 0 2 3
Asset 0 0 0 4 1
public, 0 0 2 1 2
326 3 0 1 0 1
argues 0 1 3 1 0
sometimes 0 3 2 0 0
directors' 0 0 0 1 4
Philippines' 0 0 0 5 0
unidentified 0 0 0 4 1
disputes 1 1 0 2 1
arbitration 0 0 0 3 2
Good 0 0 0 4 1
repairs 4 0 0 1 0
commitments. 3 0 1 0 1
Caribbean 5 0 0 0 0
mile 3 1 0 0 1
oilfields 5 0 0 0 0
Chamber 0 0 3 0 2
banking, 0 0 0 2 3
barley, 0 5 0 0 0
Cyprus 0 3 0 1 1
Italy. 1 2 2 0 0
COASTAL 0 0 0 4 1
Coastal 0 0 0 5 0
952,000 0 1 0 0 4
presentation 0 0 2 0 3
expectations. 0 0 1 1 3
bidders. 0 0 2 3 0
controversy 0 1 0 4 0
BAN 2 2 0 0 1
Norway's 5 0 0 0 0
unilateral 2 0 3 0 0
measure, 1 3 1 0 0
Stoltenberg 1 0 3 1 0
tankers, 5 0 0 0 0
leaves 1 0 2 2 0
"No 3 1 1 0 0
Metals 1 0 0 2 2
circuit 0 0 0 3 2
rising, 3 1 1 0 0
1990s 4 0 0 1 0
geological 3 0 0 2 0
shelf 5 0 0 0 0
typical 1 1 0 3 0
proposals, 2 2 0 0 1
40.3 1 0 0 0 4
kwacha 0 0 5 0 0
dampen 0 1 3 1 0
good. 2 0 0 1 2
VENTURES 0 0 0 2 3
AG>, 0 0 0 4 1
DLRS/SHARE 0 0 0 5 0
perceived 0 1 4 0 0
quantify 0 0 1 1 3
370,000 0 0 0 0 5
THURSDAY 0 3 2 0 0
stabilized 0 0 5 0 0
Dollars 0 0 3 0 2
liberalisation 0 0 4 0 1
oats 0 5 0 0 0
Iowa 0 4 1 0 0
shareholder. 0 0 0 3 2
serving 0 0 1 4 0
35.4 0 0 0 0 5
infusion 0 0 1 4 0
Bayer 0 0 0 0 5
possibilities 1 1 0 1 2
PREDICTS 1 1 2 0 1
MAIN 1 2 0 1 1
&lt;OXY> 3 0 0 2 0
&lt;RD> 4 0 0 0 1
shortage. 0 0 5 0 0
530,000 0 1 0 1 3
102 2 0 0 3 0
165,000 0 0 0 1 4
45.3 0 0 0 1 4
digital 0 0 0 3 2
Concerning 0 0 0 2 3
that," 0 1 2 1 1
TRANSAMERICA 0 0 0 1 4
underwriter 0 0 0 4 1
definition 0 4 0 1 0
Fleet 0 0 0 5 0
effect. 0 1 0 2 2
dilution 0 0 0 2 3
holders, 0 0 1 2 2
institution 0 0 0 4 1
competition, 0 0 1 3 1
shoe 0 0 0 4 1
perform 0 0 0 1 4
supermarkets 0 0 0 3 2
33.4 0 0 0 0 5
breaking 0 2 1 0 2
stage. 0 2 0 0 3
PAK 0 0 0 4 1
depositary 0 0 0 2 3
feet. 5 0 0 0 0
interview, 1 0 2 1 1
System, 0 0 4 0 1
soaring 0 1 4 0 0
margins. 1 0 1 0 3
liberalise 2 0 3 0 0
1992 1 2 1 1 0
Gerhard 0 0 3 1 1
strains 1 1 3 0 0
Norway, 3 0 0 1 1
Piedmont, 0 0 0 5 0
pharmaceuticals 0 0 0 2 3
entitles 0 0 1 3 1
for, 1 0 0 0 4
PORTLAND 0 5 0 0 0
Revlon 0 0 0 3 2
forma 0 0 0 2 3
TRUMP 0 0 0 5 0
matters, 0 2 1 2 0
TALK 0 5 0 0 0
Marlin 5 0 0 0 0
Fitzwater 5 0 0 0 0
engineered 0 0 1 3 1
increases. 0 1 1 0 3
Diagnostic 0 0 0 4 1
wood 0 0 0 3 2
service, 0 1 0 3 1
7, 0 2 1 0 2
MODEST 1 0 2 0 2
shifting 0 2 1 1 1
hedging 0 1 2 0 2
Manager 1 2 0 0 2
Global 1 0 1 1 2
Singapore, 0 0 0 4 1
&lt;DBKG.F> 0 0 1 2 2
2.92 0 1 0 0 4
CTS/SHR 0 0 0 0 5
DEFINITIVE 0 0 0 5 0
intensive 1 3 0 1 0
1992, 1 0 1 2 1
commitments, 4 0 0 1 0
pipeline. 4 0 0 1 0
us," 2 1 0 1 1
STRIKE 2 3 0 0 0
99.9 0 1 0 0 4
Miller, 1 2 0 1 1
et 2 0 0 2 1
manages 0 0 0 4 1
Quaker 0 0 0 4 1
stream 3 0 1 1 0
allowable 3 1 0 0 1
Zone 4 0 1 0 0
alter 1 1 1 2 0
CITICORP 0 0 0 3 2
raises 1 0 1 3 0
2.16 1 0 0 0 4
72.3 0 0 0 2 3
Mediterranean 5 0 0 0 0
coast, 3 1 0 0 1
argument 1 2 2 0 0
is, 0 0 4 1 0
intervene. 0 0 5 0 0
TERMINATES 0 0 0 5 0
BIOTECHNOLOGY 0 0 0 3 2
Payment 0 0 2 1 2
WICKES 0 0 0 2 3
function 1 2 0 1 1
outflow 0 0 5 0 0
42.0 0 0 1 0 4
30.9 0 0 0 0 5
Economics 0 1 3 0 1
activity. 2 0 1 2 0
Westinghouse 0 0 0 4 1
adviser 0 0 1 3 1
letter, 0 0 1 4 0
ATTACKS 4 1 0 0 0
sites 4 0 0 1 0
&lt;Royal 0 0 0 1 4
trust. 0 0 0 2 3
population 1 3 0 0 1
more," 3 1 0 0 1
Watanabe, 0 0 0 5 0
3.06 0 1 0 1 3
142 0 0 1 0 4
134 0 1 0 0 4
133 0 1 0 0 4
28.3 0 0 0 0 5
479 0 0 0 0 5
Nigeria, 2 2 1 0 0
follows, 1 4 0 0 0
3.21 0 0 0 0 5
2.53 0 0 0 0 5
PESCH 0 0 0 5 0
&lt;AMI> 0 0 0 3 2
sweetened 0 0 0 5 0
COOPERVISION 0 0 0 2 3
&lt;EYE> 0 0 0 2 3
prohibiting 1 0 0 3 1
turnover, 0 0 0 0 5
Not 2 1 1 1 0
"that 1 0 2 2 0
REAL 0 0 0 0 5
ESTATE 0 0 0 0 5
HELLER 0 0 3 2 0
&lt;SM> 0 0 0 5 0
Southmark 0 0 0 5 0
3/4 0 0 2 2 1
barge 0 5 0 0 0
BANCROFT 0 0 0 5 0
Convertible 0 0 0 4 1
Graphics 0 0 0 2 3
Store 0 0 0 2 3
foresaw 0 0 1 3 1
abiding 3 0 1 1 0
broking 0 0 1 2 2
26.6 0 0 0 0 5
2.34 0 1 0 1 3
BOUGHT 0 2 2 1 0
makers 0 1 0 4 0
&lt;HAN> 0 0 0 5 0
things. 0 0 0 4 1
Straits 5 0 0 0 0
35.2 0 0 0 1 4
Maintenance 0 0 0 4 1
2.57 0 1 0 0 4
crowns, 0 0 0 4 1
injected 0 0 3 1 1
HONDURAS 0 5 0 0 0
Honduras 0 5 0 0 0
El 1 2 0 2 0
USDA. 0 5 0 0 0
roll 0 4 1 0 0
47.9 0 0 0 0 5
38.8 0 1 0 0 4
ln 0 0 0 0 5
vehicle 0 1 0 2 2
1,730,000 0 0 0 0 5
2.46 0 0 0 0 5
Fine 0 0 0 4 1
technology, 0 0 0 4 1
orders, 1 0 2 1 1
65.3 0 1 0 0 4
her 1 2 0 2 0
POSITION 0 2 1 2 0
probe 0 1 1 3 0
"With 0 1 1 3 0
institutions, 0 0 0 4 1
628,000 2 0 0 0 3
BENEFICIAL 0 0 0 5 0
SATISFACTORY 0 0 0 0 5
Orders 0 0 0 0 5
comprise 0 2 0 0 3
liberalised 1 3 1 0 0
ruling, 0 2 0 3 0
Printing 0 0 0 4 1
spare 2 1 0 2 0
BEAR 0 0 1 0 4
Guaranteed 0 2 0 1 2
4,077,000 0 0 0 0 5
2.44 0 0 0 0 5
32.1 0 0 0 0 5
Malaysian 1 1 0 2 1
repurchased 0 0 1 3 1
57.1 0 0 0 0 5
inc 1 0 0 3 1
PC 0 0 0 5 0
&lt;HBJ> 0 0 0 4 1
lie 2 1 0 1 1
Media 0 0 0 2 3
four-for-three 0 0 0 1 4
DETAIL 0 5 0 0 0
Irish 0 1 1 2 1
usage 1 3 0 1 0
spokesman. 1 0 2 2 0
organization, 1 2 0 2 0
50.9 0 0 0 0 5
56.1 0 0 0 0 5
Fund's 0 0 4 1 0
eager 0 1 1 2 1
capable 4 1 0 0 0
1,500 1 1 0 0 3
northwest 3 2 0 0 0
refineries. 5 0 0 0 0
sit 1 0 0 4 0
over, 1 0 3 1 0
cellular 0 0 0 1 4
savings, 0 3 0 2 0
management," 0 0 0 4 1
CAROLINA 0 0 0 0 5
BASS 0 0 0 5 0
FEDERATED 0 0 0 0 5
declined, 1 0 1 1 2
island. 1 1 1 2 0
dinar 0 0 5 0 0
tonight. 1 0 0 4 0
&lt;Y> 0 0 0 4 1
Chartered 0 0 0 1 4
volume, 2 1 0 0 2
Channel 0 0 0 4 1
3.41 1 0 0 0 4
28.8 0 0 0 0 5
2.06 0 2 0 1 2
Short 0 1 1 1 2
DOE 4 0 0 1 0
shoot 3 0 1 0 1
377,000 0 0 0 1 4
NOTE:1987 0 0 0 0 5
Constructions 0 0 0 5 0
3.65 1 0 0 0 4
Term 0 2 1 2 0
publishes 0 0 0 5 0
STAKES 0 0 0 5 0
Inc), 0 0 0 3 2
144.70 0 0 5 0 0
60.8 0 0 0 0 5
maintains 2 0 1 2 0
LINCOLN 0 0 0 2 3
court. 1 1 0 2 1
entitle 0 0 0 3 2
President's 1 1 3 0 0
"So 0 0 4 0 1
set, 1 0 3 1 0
stimulus 1 0 4 0 0
Fuel 1 0 0 2 2
lawn 0 0 0 2 3
garden 0 0 0 2 3
speciality 0 0 0 3 2
6.25 0 0 1 3 1
37.0 0 0 0 0 5
Jefferies 0 0 0 4 1
"not 0 1 1 0 3
spring, 1 3 0 0 1
price," 3 0 0 2 0
accepting 1 1 0 3 0
amounts, 0 1 2 1 1
Lanka 0 5 0 0 0
harvests 0 4 1 0 0
reports, 1 1 0 1 2
granting 0 0 0 5 0
treasurer 0 0 1 4 0
filing. 0 0 0 5 0
Lindner 0 0 0 5 0
195,000 0 0 0 1 4
&lt;CSRA.S> 0 0 0 5 0
Alpha 0 0 0 4 1
2,200,000 0 0 0 1 4
circumstances. 0 1 0 2 2
"substantial 0 0 0 3 2
UNIVERSAL 0 0 0 3 2
London's 0 0 1 3 1
likely. 0 1 3 1 0
Mr. 0 0 1 4 0
write-offs 0 0 1 0 4
Heinz 0 0 0 1 4
partnership. 0 0 0 2 3
projection 1 1 0 0 3
one-for-four 0 0 0 1 4
buoyant 0 1 1 1 2
&lt;CBKG.F> 0 0 1 2 2
2.56 0 0 0 0 5
numerous 0 0 0 4 1
armed 3 1 0 0 1
base, 0 1 2 0 2
119,000 0 0 0 0 5
Edouard 0 0 2 3 0
4.81 1 1 0 0 3
&lt;T> 0 0 0 1 4
First, 0 2 2 1 0
considerations 0 0 5 0 0
2.29 2 0 0 0 3
region. 2 1 0 2 0
ROUND 3 0 2 0 0
lower. 2 1 1 0 1
high-yield 0 2 2 0 1
Noting 1 0 2 1 1
Pan 0 1 0 1 3
provision. 0 0 0 1 4
bankruptcy. 0 0 0 0 5
248,000 0 1 0 0 4
Islands 0 2 0 3 0
foothold 1 0 0 4 0
4,500 2 2 0 0 1
yellow 0 5 0 0 0
CALENDAR 0 0 0 0 5
4.80 0 1 0 2 2
additions 1 0 0 1 3
any, 0 1 2 0 2
levy 1 4 0 0 0
regulation 0 1 2 2 0
sellers 1 2 2 0 0
PLC's 1 0 0 4 0
zinc 0 1 0 2 2
manufacturer, 0 0 0 5 0
cotton, 0 4 0 1 0
Schmidt 0 0 2 2 1
length 1 0 1 2 1
29.0 0 0 0 0 5
EASES 0 2 2 1 0
PIONEER 0 0 0 4 1
65.9 0 0 0 0 5
business." 0 1 0 2 2
WOULD 1 1 2 1 0
soybeans. 0 5 0 0 0
bushel, 0 5 0 0 0
unofficial 0 2 2 1 0
2.13 1 0 0 1 3
73.1 0 0 0 0 5
LATEST 0 1 3 1 0
HARRIS 0 0 0 5 0
RESPONSE 0 0 0 5 0
OPPENHEIMER 0 0 0 3 2
PERIOD 0 0 0 4 1
involved. 0 1 0 4 0
staff. 0 2 0 2 1
345 1 0 3 0 1
scale. 3 0 1 1 0
blow 2 1 1 1 0
cartel, 4 0 1 0 0
eighth 2 0 2 1 0
Boeing 0 0 0 2 3
criticised 1 1 2 1 0
U.K.'s 0 0 2 3 0
Growers, 0 5 0 0 0
voiced 0 3 0 2 0
device 1 0 0 3 1
appreciate 0 0 4 1 0
textile 1 0 2 1 1
strike, 4 0 0 0 1
relieve 1 2 1 0 1
Butler 0 0 0 5 0
enrollment 0 5 0 0 0
refer 0 1 2 2 0
tended 0 1 4 0 0
pesetas 0 1 3 0 1
3.37 1 1 0 0 3
valuation 0 0 0 2 3
D 1 0 0 1 3
Denver 0 1 0 3 1
2.21 0 0 0 0 5
Alaska 4 0 0 1 0
certificates. 0 4 0 0 1
Bob 1 3 0 1 0
PHILADELPHIA 1 0 2 2 0
advantages 0 1 2 1 1
promoting 1 0 4 0 0
clearing 0 1 4 0 0
discourage 0 2 2 1 0
recapture 1 1 0 1 2
chiefs 1 0 3 1 0
devalue 1 0 4 0 0
I'm 1 0 1 2 1
SHOW 1 1 1 0 2
invite 0 0 3 1 1
retaliate 0 1 2 2 0
pass 0 1 2 0 2
COLORADO 0 0 0 1 4
3.30 1 0 1 0 3
banker, 0 0 1 3 1
aims 0 2 1 0 2
34.6 0 0 0 0 5
185,000 1 0 0 0 4
INTERESTS 1 0 0 4 0
programs. 0 3 0 1 1
persons 0 3 0 2 0
384,000 0 0 0 0 5
Delaware, 0 0 0 2 3
Hotels 0 0 0 3 2
FERRUZZI 0 0 0 5 0
monitored 3 1 1 0 0
tires 0 0 0 5 0
picture 1 0 1 3 0
higher," 3 0 1 1 0
absolutely 1 1 2 1 0
Portugal 0 5 0 0 0
hardship 3 0 1 1 0
&lt;SPC> 0 0 0 5 0
Merchant 0 0 1 3 1
Gerald 0 0 0 3 2
SHULTZ 0 5 0 0 0
Rumors 1 3 0 1 0
situation," 0 1 0 4 0
Barney 0 0 3 1 1
slowly. 0 1 1 1 2
RESTAURANT 0 0 0 1 4
Taft's 0 0 0 5 0
data. 0 2 0 1 2
Taft, 0 0 0 5 0
stoppage 5 0 0 0 0
Sarney 3 0 2 0 0
"To 1 1 0 3 0
buyback 0 0 0 1 4
Ministry. 1 0 2 0 2
NUCLEAR 0 0 0 3 2
assured 2 1 0 1 1
COMMUNITY 0 0 0 3 2
blocks 5 0 0 0 0
derived 1 1 0 0 3
Soviets. 0 4 0 1 0
4.10 0 0 0 0 5
76,000 0 0 0 1 4
Colonial 0 0 0 4 1
GOLDEN 0 0 0 3 2
curbs 3 1 0 1 0
game 1 0 3 1 0
Champion 0 0 0 4 1
sulphur 4 0 0 0 1
termed 0 1 3 1 0
sound, 0 2 0 2 1
Oats 0 3 0 2 0
community. 1 0 1 2 1
Mountain 0 0 0 5 0
BASF 0 0 0 0 5
Acquisitions 0 0 0 2 3
25.8 0 1 0 1 3
Aircraft 1 0 0 3 1
contracting 0 1 0 1 3
SOFT 0 5 0 0 0
SWEDISH 1 0 0 3 1
&lt;Sterling 1 0 0 4 0
unprofitable 0 0 0 1 4
performing 0 0 1 1 3
27,000 0 3 0 0 2
gulf 3 2 0 0 0
attacking 4 1 0 0 0
lenders. 0 0 0 4 1
tool 1 2 0 2 0
Additionally, 0 0 0 5 0
Chernobyl 0 3 1 0 1
exceptional 0 0 1 0 4
PRESIDENT 3 0 0 1 1
Brothers, 0 1 1 3 0
organisation. 2 0 0 3 0
withdrawn, 0 0 0 5 0
redeemable 1 0 0 2 2
1985/86, 1 2 0 0 2
TERMINATED 0 0 0 5 0
Financing 0 0 2 1 2
charge. 0 0 1 0 4
contributing 0 0 1 2 2
&lt;FFMC> 0 0 0 4 1
Customs 0 5 0 0 0
importing 4 1 0 0 0
notified 1 2 0 1 1
subcommittee. 0 0 4 1 0
support. 0 1 0 3 1
&lt;PEP> 0 0 0 4 1
conditions," 3 0 1 1 0
weakness. 0 0 4 0 1
be, 2 3 0 0 0
contracted 2 0 1 2 0
calm 1 0 4 0 0
World's 2 0 0 3 0
thin 1 2 1 0 1
Representatives 0 5 0 0 0
street 0 0 0 3 2
&lt;AMERICAN 0 0 0 1 4
finish 0 0 3 1 1
reasonably 0 3 1 1 0
stress 1 2 1 0 1
dismiss 0 0 0 5 0
application. 1 0 0 3 1
France. 2 0 1 1 1
win 1 0 0 2 2
TRUSTCO 0 0 0 0 5
votes 0 0 0 3 2
powerful 0 0 1 3 1
920,000 0 2 0 0 3
60.0 0 1 1 0 3
Best 0 0 0 4 1
Missouri 0 3 0 1 1
destroyed 3 2 0 0 0
Leon 4 0 0 1 0
dealers, 0 0 0 5 0
inside 1 1 2 0 1
NEXT 3 1 0 1 0
Netherlands, 0 3 2 0 0
people. 1 0 0 3 1
items, 2 0 0 1 2
26.8 0 1 0 0 4
probability 1 1 1 2 0
38.2 0 0 0 0 5
Suharto 5 0 0 0 0
PRECISION 0 0 0 1 4
Ward 0 0 1 3 1
LIMITED 0 1 0 0 4
bread 0 5 0 0 0
GCC 2 0 3 0 0
SHIPMENTS 0 4 0 0 1
FORMER 0 0 3 2 0
fl-yr 0 0 0 0 5
Monthly 4 1 0 0 0
PLACE 0 0 0 2 3
6,700,000 0 0 0 1 4
HEALTHCARE 0 0 0 1 4
Deposit 0 0 0 2 3
prohibited 1 1 1 1 1
GRAINS 0 5 0 0 0
lows 1 1 3 0 0
SOVIETS 0 5 0 0 0
Heller 0 0 4 1 0
booking 0 1 0 1 3
LIQUIDITY 0 0 4 0 1
8. 0 0 0 1 4
three-day 0 0 5 0 0
Young 0 0 0 4 1
Fleming 0 0 0 3 2
MOUNTAIN 0 0 0 3 2
PHARMACEUTICALS 0 0 0 2 3
Tel 0 0 0 3 2
granted. 0 2 0 2 1
grounds. 0 0 0 5 0
shareholders," 0 0 0 5 0
trim 0 1 1 3 0
check 1 0 2 1 1
STONE 0 0 0 3 2
Stone 0 0 1 3 1
erosion 0 1 2 0 2
BRANCH 0 0 0 4 1
Ralph 0 4 0 0 1
SHOULD 1 2 2 0 0
Washington's 0 0 5 0 0
Davis 1 0 0 2 2
bilion 1 0 0 1 3
structured 0 0 0 4 1
waive 0 0 0 5 0
cap 0 1 2 1 1
Winter 0 5 0 0 0
CHAMPION 0 0 0 4 1
retains 1 0 0 3 1
trial 1 0 1 3 0
&lt;HENG> 0 0 0 2 3
soliciting 0 0 0 5 0
acre. 0 5 0 0 0
137 1 0 0 2 2
Amoco 5 0 0 0 0
Iran-Iraq 5 0 0 0 0
rebates 0 4 0 0 1
sugar, 0 5 0 0 0
dlr-a-share 0 0 0 4 1
&lt;MTS 0 0 0 5 0
Glass 0 0 0 4 1
TIME 0 0 0 3 2
&lt;TL> 0 0 0 3 2
Hills, 0 0 0 4 1
envisaged 0 2 2 1 0
mixed 1 1 2 0 1
unwanted 0 0 0 5 0
Foundation 1 0 3 1 0
oriented 0 1 3 1 0
broadcasting, 0 0 0 3 2
CANCELS 2 1 0 1 1
Combustion 0 0 0 4 1
1987," 1 0 1 0 3
Ecu 0 3 2 0 0
terminated. 0 0 0 5 0
550,000 0 2 0 0 3
reality 1 2 2 0 0
ideas 1 2 2 0 0
winterkill 0 5 0 0 0
authorize 0 1 1 1 2
3.42 0 0 0 1 4
5.02 0 1 0 0 4
37.2 0 0 0 0 5
enabling 0 1 2 1 1
OPPOSES 0 1 0 4 0
2.88 0 1 1 0 3
Houston, 1 0 0 3 1
Dubai 5 0 0 0 0
there," 2 0 1 1 1
borrow 0 1 2 0 2
"because 3 1 0 0 1
3.18 1 0 0 0 4
MEDIA 0 0 0 0 5
AGREEMENTS 0 0 4 1 0
DIVEST 0 0 0 5 0
consortia 0 0 0 5 0
agrees 0 1 2 2 0
INSIDER 0 0 0 4 0
introducing 0 1 2 1 0
compliance 0 1 0 2 1
deal's 0 0 0 4 0
stage, 1 2 0 1 0
expansion, 0 0 1 2 1
30-day 0 0 1 3 0
REAFFIRMS 1 0 2 1 0
Mulford 0 0 4 0 0
subcommittee, 0 2 2 0 0
establishing 0 0 3 1 0
pressures, 1 0 3 0 0
Accordingly, 0 0 1 1 2
HUMANA 0 0 0 1 3
81.5 0 0 0 0 4
overseas. 1 0 0 0 3
annually. 1 0 0 1 2
PENNEY 0 0 0 1 3
&lt;WLUK.L> 0 0 0 2 2
Property 0 0 0 1 3
"an 1 1 1 1 0
452,000 0 0 0 0 4
39.5 0 0 0 0 4
105.3 0 0 0 1 3
continued: 0 0 0 0 4
SCIENCE 0 0 0 0 4
FOOTE 0 0 0 4 0
Cambridge 2 0 0 1 1
informally 0 1 1 2 0
fails 1 1 0 2 0
increases, 0 2 0 0 2
you're 1 2 0 1 0
refiner 3 1 0 0 0
Staley 0 2 0 1 1
way." 1 1 2 0 0
retroactively 1 1 0 0 2
drastically 0 2 0 0 2
approved. 0 3 0 1 0
Instead 0 2 2 0 0
Tariffs 0 4 0 0 0
Community's 0 3 0 1 0
remittances 0 1 3 0 0
liberal 1 1 1 0 1
563,000 0 0 0 1 3
Marcel 2 1 0 1 0
sized 1 1 1 1 0
spring. 2 1 0 1 0
restricting 1 0 0 3 0
qualify 2 1 0 0 1
470 1 1 0 0 2
NATIONWIDE 0 0 1 1 2
650,000 1 0 0 2 1
fire, 3 0 0 0 1
96.5 0 0 0 1 3
calculating 0 0 2 0 2
fields. 1 2 0 0 1
STUDYING 0 0 0 4 0
keeps 1 1 2 0 0
OFFICIALS 1 0 2 1 0
justified 2 0 2 0 0
Whampoa 0 0 0 2 2
Li 0 0 0 2 2
5.25 1 0 0 2 1
four, 1 0 2 0 1
line. 0 0 0 2 2
Dry 0 3 0 0 1
scattered 0 3 0 1 0
showers 0 4 0 0 0
THAN 0 1 1 1 1
Brown, 0 0 0 4 0
801,000 0 0 0 0 4
sometime 1 0 0 2 1
Currency, 0 0 4 0 0
send 1 0 2 0 1
remark 0 0 4 0 0
PAYS 0 0 1 1 2
Report, 0 3 1 0 0
Grains 0 4 0 0 0
151,000 0 1 0 0 3
destinations. 2 2 0 0 0
232,000 0 0 0 1 3
787,000 0 0 0 0 4
PREMIER 0 0 1 1 2
570,000 0 0 0 0 4
850,000 1 0 0 1 2
Government. 0 0 0 2 2
115 0 0 2 1 1
one-year 0 2 0 1 1
Details 0 1 0 2 1
Duesseldorf 0 0 4 0 0
separately, 0 0 1 2 1
tone 2 0 1 0 1
solely 0 1 1 2 0
stance 0 0 4 0 0
bargain 1 0 1 1 1
GEORGIA 1 0 0 1 2
prohibit 1 2 0 1 0
preventing 1 0 2 1 0
franchised 1 0 0 2 1
WHITTAKER 0 0 0 1 3
COMBINED 0 0 0 0 4
export, 2 2 0 0 0
Algemene 0 0 1 2 1
sovereign 1 0 0 0 3
640,000 0 0 0 0 4
853,000 0 0 0 0 4
77.6 1 0 0 0 3
GENERALE 0 0 0 2 2
non-consolidated 0 0 0 2 2
2.82 0 0 1 0 3
Kjell 0 0 0 4 0
mining, 0 0 0 3 1
SOYBEAN 0 4 0 0 0
mid-February. 0 2 2 0 0
Cordoba 0 4 0 0 0
province. 1 3 0 0 0
mm. 0 4 0 0 0
provinces. 0 4 0 0 0
condition, 0 2 0 2 0
damage. 0 3 0 1 0
3.58 0 3 0 0 1
3.78 0 3 0 0 1
harvest. 0 4 0 0 0
Estimates 0 3 0 0 1
RIGHT 1 0 0 2 1
SPOKESMAN 0 0 2 2 0
deposited 0 0 1 3 0
CROSBY 0 0 0 2 2
valid. 2 0 0 1 1
HOSPITALITY 0 0 0 2 2
ONIC 0 4 0 0 0
Bernard 0 2 0 0 2
"Although 2 0 0 1 1
HIGH 0 0 1 2 1
resumption 0 1 2 0 1
sitting 1 0 2 1 0
substantially, 0 0 2 0 2
occurring 2 0 2 0 0
impact, 0 0 2 0 2
Consequently, 0 0 1 2 1
116.8 0 0 0 1 3
&lt;AFG> 0 0 0 3 1
removing 1 0 1 0 2
Bourse 0 0 0 1 3
facilities, 0 0 0 4 0
rejected, 0 2 0 2 0
la 0 1 0 2 1
Ing 0 0 1 3 0
